,label,sentence
124,shame,When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier.
503,fear,When I missed crashing, by a hair's breadth, into a man who came out 20 metres ahead of me when I was driving at 110km/h.
5983,sadness,When my elder sister died.
5684,anger,While I was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate.
6358,fear,I felt the above condition when I took my brother's bicycle to a market and unfortunately the bicycle was stolen and I didn't know how I could tell the owner about the stolen bicycle.
1116,guilt,When I behaved improperly - fought in a public place. Afterwards, I felt guilty about my conduct.
6582,anger,There was a cup final match between Lime Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.
5101,disgust,When I heard that my sister had shouted at my friend's cousin at their place.
30,anger,When one is unjustly accused of something one has not done.
4157,disgust,When I see people who have no sentiments.
5201,fear,Once I woke up in the middle of the night and felt frightened as everyone else was sleeping and I could not even go to their room.
2381,shame,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and souvenirs
1922,shame,I am ashamed of the horrible way I used to treat my little sister.
2059,anger,At the hardware store, trying to convert Imperial to Metric measurements, I made a mistake, and didn't buy enough tiles for the bathroom. I was angry at myself, because I hope to be a Maths teacher.
4223,joy,When I saw that the mark I had obtained in an exam was a good one.
5023,sadness,When I lost my grandmother. She had been my guardian after the death of my father.
4242,shame,When a friend from whom I preferred to hide my private life discovered that I had relations with a man.
2729,guilt,Some time ago I slapped my son without trying to understand who the real culprit of a damage was. After that I felt guilty and bad but it was too late.
6883,guilt,My mother wrote me and said that I would not writ enough letters home.
5402,disgust,When a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me. She behaved life a really selfish person.
1458,joy,On our way to France, my girlfriend and I went to Verona. By chance we met an Italian couple - they gave us two tickets for the dress-rehearsal of \Aida\. It was a different world for us full of fascination. After the representation we ate a phantastic pizza in a restaurant near the \Arena\.
7581,guilt,Once, my friend and I went to the Tai 60 to cycle. My mother had told me not to go. Unfortunately I broke my pectoral girdle and had to go to hospital. When my mother came to see me I felt guilty as I had not listened to her and I had to soon sit for a public examination.
6652,anger,When I damaged my wristwatch which I liked very much.
7501,sadness,There was a conflict of interest between me and a close friend of mine. He only thought about his own interest and not about our friendship. This behaviour hurt his friends. Another incident is when a friend isolated himself without giving any reasons.
6094,anger,One day my elder brother badly scolded my father. This was the first time that I heard such abusive language from my brother. I requested him humbly not to use this kind of language but he did not care for what I was saying. Finally I picked up an axe to use against him, in the meanwhile people intervened.
2497,joy,I felt joy when I entered at the University.
2463,fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened trousers and holding his penis.
2151,anger,When I was left by the person I loved without any reason.
2040,disgust,When I heard that one of my good friends, when at a party, had got herself involved with some very undesirable characters and was experimenting with drugs.
593,anger,During a fight with my best friend.
3901,joy,After I saw my family and good friends back after staying one year in a foreign country.
1484,shame,I tried to pass an examination particularly well, but I did it worse than ever. I felt ashamed.
3230,shame,I found I was pregnant and unmarried.
4170,sadness,All my friends arranged to go for an afternoon snack and they did not tell me. They told me that they did not have my phone number but I do not think that this was true.
2167,disgust,To go through the underground way at suburb station of LAPA. Poor people and the ambulance badly dressed up in a passage badly kept.
4115,disgust,When I saw a scene on T.V where a castration was shown.
7222,joy,Success in university entrance examination.
2821,sadness,I was driving near my girlfriend's house and I decided to keep going because it was late and I would be back in the next few days anyway. The next day she was killed in a road accident.
6845,sadness,My girl-friend left me.
5241,fear,The first day that I was close to a dead body, in my third year at UNA school of medicine.
6984,guilt,Losing my temper to my sister.
3830,guilt,A friend of mine had a bicycle-accident because I pulled at his handlebar.
3151,guilt,Something very unpleasant happened when I was a soldier and I was directly involved in it.
1555,disgust,Some time ago a girl tried to make me up without any action of my part. She used all possible means. Although I behaved refusing she did not give up for a longer time.
800,disgust,Close friends talking badly of other friends.
5603,shame,When I was 10, I got busted for stealing a candy-bar.
6661,disgust,I felt disgusted when my appointment to meet the E.N.T. specialist had been turned down. The specialist came from U.K. and went the same day and we do not have one.
4187,guilt,I left a boy with whom I was going around without giving him any explanations.
1918,fear,I was walking home late at night from lectures and someone deliberately started following me. It was dark and I was scared.
1476,disgust,I saw a physically handicapped young man whose spittle ran out of his mouth while speaking.
7544,disgust,A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more. However there was nothing important in the conversation and I found the person very disgusting.
7601,shame,My teacher reminded us not to do a Summer job, however I did it for two months. Yesterday I was chatting with my teacher and when we talked of the Summer job, I felt ashamed.
1721,shame,When I had slept with a boy for the first time I felt ashamed for three reasons. First, because I was only 13 years old, second, because I did not really like him, third, because he had caught me napping.
4245,fear,When I was walking down the street, some boys showed me a knife and stole all my money.
6439,shame,I once proposed my own niece whom I did not know but I discovered after she was my girlfriend.
7413,guilt,I had promised myself that I would do one good deed every day. One night I saw a beggar whose muscles had been atrophyed. I walked passed him thinking that he was feigning. Later I realized that he had not been pretending and I had a feeling of guilt as I had not kept my promise.
2569,anger,And she said absurd things, false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world.
2396,guilt,I broke the guitar of a colleague but as it happened in a moment when nobody was present I could escape from the guilt.
168,disgust,Nothing.
1143,shame,Again, a quarrel had come up in our difficult relationship. My life-partner threw all the books off the shelf. I am sure that it disturbed our neighbours since this happened late in the night.
4691,joy,When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two \B+\ - in EC110 and M160, this meant that I had qualified for a major in economics.
7452,sadness,When I learnt that my close friend was going to immigrate.
3166,joy,Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.
316,sadness,When I left New York, and all my family and my friends behind me.
57,fear,When, as a child, I was nearly knocked down by a car.
5387,fear,When I was first taken to the dissection room where I found 10 dead human bodies.
4146,joy,When I passed an important exam.
1516,anger,At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.
6291,disgust,[ No response.]
5989,anger,One morning I was standing at the bus-stop and the bus passed by without stopping, even though there were only 8-10 passengers inside. I felt angry at the rude behaviour of the bus driver and conductor.
5660,guilt,I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me.
6905,joy,Scored a goal in a football match.
3330,shame,My first real experience with a boy. We were alone. I was quite young and pretty naive and he was pretty crude and real, sort of, macho. It was dark, at night during the summer and we were talking.
483,anger,At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price. After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied. The assistant said \You will have to get it another time.\
84,joy,When I won a trip to Greece in a competition.
3448,disgust,I once saw an old man up the road, fossicking through the rubbish bins and the gutter. I was really disgusted at first but I've seen him a few times since then and now I feel really sorry for him and I often give him cigarettes when I see him, because he mainly goes after cigarette butts and it is revolting.
4182,fear,There was an earthquake for several minutes and I was on the eight floor.
3241,anger,When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.
1025,shame,When my friend let my personal matters be publicly known.
2331,joy,Always when I am well succeeded
450,disgust,When I tried to explain to my child as to why there were magazines with naked girls on them at the kiosk.
1236,joy,I had just moved to the town where I study and I got a postcard from a good friend (from my home town).
2512,fear,I had an important amount of money with me and felt fear of being assaulted.
3373,guilt,Breaking the left hand indicator box by moving too close to structure.
6505,anger,It was when my friend had stolen my money (K10) and had disappeared.
2812,fear,While tramping on a narrow path two of us were confronted by a woman with two snarling dogs, demanding we get off the property - via a flooded river !
5125,joy,When I was selected to this university despite my having studied in difficulty throughout my secondary school days.
6515,shame,I was in my room, I just heard that my Uncle had been caught in somebody's house with somebody's wife. He had to appear in court. I went to see what would happen to him.
6181,shame,When I was in the 12th standard, I could not speak English. One day, while talking with my relatives I used a wrong word and my cousin corrected me, believing that I did not know English. I really felt ashamed then.
7342,disgust,When I dined with my new friends, one of them kept reminding us that he was superior.
5433,shame,Not chosen for all English classes.
5483,sadness,After receiving the grade on the paper mentioned in FEAR.
1415,guilt,I live with my boyfriend, we have a close relationship, I fell in love with another man.
4518,anger,My mother read a letter that a friend of mine had written to me telling me how she had got drunk the last time.
621,guilt,When a mistake occurred at work which I was not responsible for. This was disclosed later.
1435,shame,When I talked to a psychotherapist for the first time, I started to cry; first I talked to him but he did not say anything and after a while I was crying.
522,guilt,[ No response.]
2139,joy,Can't remember specific event - besides just being moderately happy until a year or so ago.
3083,fear,This was what I felt when my boyfriend went to Burgas to study there. I had the feeling I would lose him. Anyway the distance Plovdiv-Bourgas seemed to me so great.
6251,disgust,Someone not responding to my criticism.
3961,anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.
5811,disgust,I attended a ceremony in Denmark which is comparable to our Halloween. They build a large bonfire and place a life size dummy of a witch. The crowd cheered when the dummy burst into flames.
4847,anger,I was badly beaten up by one of my friends during a wedding party.
400,sadness,When the result of a project work was treated nonchalantly instead of being criticized by the teacher.
6553,fear,When it was found that I had gone out of the school premises without permission and at the wrong time.
6419,guilt,I felt guilty when I was given a prize which belonged to someone else.
6523,guilt,When I didn't notify someone that he was summoned by a headmaster and as a result he ended being on a heavy punishment.
5705,anger,When some friends betrayed my friendship.
6644,fear,When the week for Exams came. I got afraid as to how I would tackle the questions.
7588,guilt,I went to a friend's baptism as she became a Christian after me and I realized that she was more enthusiastic about her spiritual life than I was. When I was with my brothers and sisters of Christ I had a guilty feeling which could not be dismissed easily. When people asked me as to when I would be baptised my guilt feeling deepened.
6714,fear,I felt so afraid when dad fell ill, he had never suffered from that disease since and I had never seen him as he was.
5228,anger,When my room-mate locked up the keys of my room in our room after I had told her that I was only in the bathroom having a shower. She left and I had to do without supper.
1544,joy,I went to buy a bicycle with my father. When I wanted to pay, my father took his purse and payed.
4380,disgust,My dog had been run over and died near the house. We had to pick him up, cold and glassy eyed, to get rid of the corpse.
13,guilt,When my uncle and my neighbour came home under police escort.
6277,anger,Insulted by some stupid people.
789,joy,When the person that I was very fond of, returned to me.
5635,anger,When someone told a secret I told them not to tell.
540,fear,When I have to leave the baby in the carriage and go shopping, I fear that something will happen to the baby.
1820,guilt,My father had been alone for a long time because my mother and sister were on holiday. I had not seen him for a long time and when I finally called him I realized that he had been very sad about that.
131,shame,When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor.
3306,anger,When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.
46,disgust,When I nearly walked on a blindworm and then saw it crawl away.
5740,sadness,My grandfather died thirteen years ago.
4781,guilt,When I cheated my father about the book allowance at university. He discovered that we were given K150 per year for books.
6314,guilt,[ I can positively say that I have never done anything that made me feel guilty.]
79,anger,I locked myself out.
3847,anger,The stories about the way my grandmother treated my mother.
5257,sadness,I remember being sad whe my aunt's child died (2 days old).
2216,disgust,Someone smoking on Electric train (Electric trains are non-smoking) with alcohol smell coming from person.
6445,disgust,When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking.
3285,anger,That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.
5793,joy,After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did.
3744,guilt,When I see that my mother forces my little brother (15 years) to work very hard for school. I don't agree that she constantly puts him to work, but I don't tell it to her, so nothing changes.
1837,anger,At an office an application that I had made was turned down because of a scrupulous interpretation of the rules.
1802,anger,My girl-friend did not understand me; I was angry with myself because I had problems when we separated - I could not resign myself to it.
1587,sadness,When my grandfather was sick, and died I felt more sad, though, when he was sick.
2208,disgust,Disgust with a subordinate.
1446,anger,At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again.
2956,joy,I felt joy when I saw my daughter after a separation of twenty days.
421,sadness,When I watched the T.V programme called \The living planet\ and saw the far reaching environmental destruction caused by man.
697,shame,[ No response.]
1171,shame,[ Generally, when I am late in attending to matters (for example paying bills).]
6549,disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.
5900,anger,I was walking on a street alone in the afternoon when there were not too many people on the street. A couple of guys were following me and I was ignoring them. Suddenly one of them came in front of me and started using dirty language and harassing me. I got very angry and wanted to strike back at them.
974,sadness,[ Laziness makes one sad.]
5056,fear,The time I drove my uncle's car, without having asked for his permission. It was the first time that I was driving a car.
1960,fear,I was on my surf ski. Rather large waves to strong current separated me from my ski and we both began to drift slowly (actually rather quickly) away to sea. The direction I was drifting in was taking me straight over a reef on which rather large sharks were constantly being caught. (I was alone with no one to help me).
5299,sadness,When I realized the burden it was for my mother to look after all of us, all by herself.
495,joy,Yesterday, when the final whistle blew at the final match between OS and IFK and it was certain that OS had won the Swedish title.
5231,shame,When I blurted out an answer in class without having been asked to do so. The teacher told me that it was bad manners to do so.
2185,anger,I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.
3855,sadness,Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend.
5459,sadness,China can not even give you good sound systems for an open lecture.
4029,joy,One night I had a very good conversation with two friends. I then realized how worthy they were for me and how happy I was to have them as friends.
3198,disgust,A sour looking man was beating his thin dog in Remuera.
262,anger,[ No response.]
5232,guilt,When I had promised to do some washing for my mother and I did not do it. She did it herself despite her being ill. I felt very guilty.
821,disgust,Can't remember having had this feeling.
3183,sadness,Felt sad about some street kids in QUI square, After square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.
1264,joy,I went to see the entrance examination results at university. I rejoined at my success.
5307,disgust,When I was accused of having impregnated someone's daughter, it was the girl's cousin who had done it.
7102,guilt,Made a mistake at work.
4633,shame,When I was taking an exam in grade 5. The examination found me with a note-book and accused me of copying, All the students laughed at me.
6075,disgust,We had come back from a programme and we were all (three girls) staying over at another girls place One of them started passing very nasty and outright bitchy remarks at me. It was brought on by a male colleague's compliments to me, this girl was herself interested in this guy. Bitchiness and catty remarks made by women never fail to disgust me. I can particularly remember this incident as she knew that I had not encouraged the guy.
6972,shame,China cannot let you give more lectures because you are needed in the specialist clinics. We are so backward in medicine.
6971,disgust,Finding out that the class leader can go to your lectures, and his English is worse than mine.
3623,fear,Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike: he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us.
1206,shame,I told evil lies about a close friend of mine. I was evil in order to sound jolly, to charm a person whom I wanted to impress. I sold my friend, I was despicable.
1394,disgust,In broad daylight I saw an untidy old man pissing and playing with his penis in the middle of the town.
6844,anger,Listening to long speech of the party leaders wasting my time.
7253,sadness,Disappointed by a friend.
7252,anger,My best friend betrayed me and told other people my secrets.
3310,guilt,When I deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !
6366,anger,My young brother took my wristwatch in my absence and sold it to his friend at a cheaper price.
7270,anger,Being insulted on a bus.
2369,sadness,To buy a car and didn't like the business and the car.
3923,fear,The same situation as with sadness. I was afraid about what my parents would further do to destroy my relationship.
1371,anger,At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me.
4759,shame,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside.
7640,anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities. I felt that my personal sanity had been affected.
2266,shame,I recently became sexually involved with my sister's lover. I care for him very much, but I am ashamed of the hurt I may cause her.
1786,joy,When I was in a situation which seemed hopeless for me, I moved back to my parents. For my father it went without saying anything (normally he ofter grumbles at me).
1345,anger,While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal.
6541,sadness,It was mid May 1985, When we had a Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time I was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught.
2986,joy,My son was born.
1791,shame,I look up to my Karate-teacher. When I came to a training lesson after I had not trained for one week, I was totally stiff. I was ashamed.
1299,disgust,I once watched the series called \Dynasty\ on TV, and I detested it.
3127,sadness,When my mother and father were on an excursion in Czechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.
3882,anger,I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.
2558,shame,When I was still a child I was told off in face of other persons for having touched an object that didn't belong to me.
6437,sadness,When I was not selected to go to the University of Malawi I felt very sad.
7179,guilt,I was not able to explain well to my good friend to make him less angry.
3136,shame,That was what I felt when I told my first lie and then was caught
4438,guilt,A friend of mine felt bad because of something I had done to something that belonged to him.
51,anger,Unjust accusations directed at me and my way of acting, by someone close to me.
7235,guilt,Calling lecturers nicknames when talking to housemen (They told ne you are even younger than they are so you should not be giving public lectures).
163,guilt,Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed.
1488,anger,During the Christmas holidays I wanted to invite my brother, his girlfriend and their child for dinner. When I said to my brother's girlfriend that I would like them to come at my place for dinner, she refused and never mentioned it again as if I had never asked her.
1693,shame,I asked my friend to come with me to a disco because I wanted to be with a person I know well. But when I amused myself with others I let my friend sit alone, although I had asked her to come.
1411,anger,A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner.
7218,sadness,Not being chosen for the English lectures (my girl-friend chosen).
1230,fear,While he was drunk, my life partner tried to hit me. I felt scared and fled to the bathroom.
2189,guilt,When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things.
4958,fear,Two guys were fighting murderously and I feared that one of them would be killed.
5941,anger,When I failed the M.S.C exams.
4036,joy,My boyfriend suffered form ill health for some months, this week the physician told him that he was restored to health.
6599,shame,When someone pointed out that I was proud, yet I didn't dress up properly. This was when I and my friend went for a dnce one Saturday.
6018,sadness,When my mother left for Kenya.
1297,anger,When I saw a big man hit another one, and nobody did anything.
6127,joy,I felt happy at the end of a 10 day student camp. We had shared our hopes and aspirations and in the open situation so generated, we had made strong friendships and experienced our own worth as well.
752,disgust,There is a certain person, whom I only have seen. He makes me cringe, feel disgust.
4481,joy,I was on holidays, and I was going to meet a friend whom I had not seen for six months. Again I felt very happy.
5977,disgust,The way my husband and his family treated me - unfairly, cruelly, and unjustly.
6344,fear,When I was treated improperly by someone.
3678,joy,When I had to undergo the final examination of secondary school, I lived together with a girlfriend. We both were afraid to fail, but it appeared that we both had passed.
2504,joy,A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday.
967,sadness,When I came to know that my grandmother had died. She was very close to me.
2641,fear,I am afraid if I'll finish the term.
6084,guilt,When I was responsible for getting my friend run-out in a vital cricket match.
3410,fear,To talk in a meeting - expound my thoughts on a subject. Fear delayed me acting to do this.
7232,sadness,Finding out that the girl I like does not like me.
601,sadness,At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum.
6640,disgust,I was disgusted with my brother's behaviour when he kept throwing things away because of his anger, after mum had shouted at him.
7146,fear,Finding out that I made a stupid mistake in the exam
4678,fear,One evening I saw the old guard-man I knew, change into something inhuman for about 5-10 seconds, this really frightened me.
2886,joy,When I understood that I was admitted to the University.
1533,shame,When I was ten years old a classmate laughed at me because I had told him that my father had retired.
7409,anger,When I was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes. There were no other seats so I could not go elsewhere and I did not want to interrupt them, so I could only be angry in my heart.
6660,sadness,My best friend had failed Exams. She had to leave and so we got separated.
2792,anger,When I was a soldier I quarrelled with my commander and may be in revenge for this he detailed me on duty two successive nights. Naturally he checked me up on the second night and found me asleep for which he sent me to the cells.
5706,sadness,When I did bad on a chemistry midterm which I could have done well.
5542,joy,When I won my car.
6833,shame,Did not finish homework.
233,fear,Was nearly knocked down by a car.
1141,sadness,Estrangement from my best woman friend. We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me.
2142,sadness,Close relative is dying of cancer - found out last week.
2038,anger,When my mother and father split up I was angry: I felt deprived and \different\ from other children at school.
6458,sadness,I was very sad when I heard about the death of my teacher who taught me in Standard 8.
6547,anger,When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel.
53,disgust,A drunkard fell, started bleeding and wet himself. Disgust that turned into sadness-unpleasantness.
3438,fear,When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.
1168,anger,[ For example, unfair pushing in a bus.]
3646,sadness,When my last relation broke up.
6286,guilt,I felt guilty when I read an advertisement for a job as a chemist in the newspaper and when my friend asked me if I had applied for that job, I told him that I had not even seen the paper of that day.
1988,fear,Stranded in the north of Fraser Island with a submerged 4 W hire vehicle.
1229,joy,While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine.
2293,disgust,I went to a restaurant with my boyfriend for dinner. There we saw a couple. the man of the couple was a negro and he hadn't manners for eat.
4638,sadness,When I received a letter telling me that my mother was very ill.
6415,anger,I felt angry when I was told that I had not been selected to go to the University.
1027,joy,I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.)
5411,guilt,When I did not concentrate on my studies despite my mother's help and cooperation.
4571,guilt,Once, when I arrived home very late, my parents had an argument because of this; my mother wanted to stand up for me.
6870,joy,Discussing psychology with my friends before the lecture.
676,shame,[ I do not remember when I last felf ashamed. I do not usually feel ashamed of what I do.]
3965,guilt,A few weeks ago I thought about an exam I had to take soon. I remembered this just before I had to go to sleep. I felt guilt because at the beginning of the year I planned to succeed.
6232,joy,When I passed my Primary school leaving certificate and selected to go to a Boarding secondary school.
4713,fear,This was at secondary school, a prefect framed up some case and took it to the deputy head-master. I was called by the head-master and he threatened to suspend me.
7519,joy,I felt happy when I received the letter telling me that I had been admitted to the university.
3538,sadness,When my grandmother died. She stayed with us until I had the age of 10. When she died I was 13 and I remember the moment after the funeral: I sat on the table and cried.
6742,shame,I insulted my friend for a small reason and after time I realised that I was wrong and felt ashamed; everytime I meet her I feel ashamed.
3629,joy,It appeared that I gave correct answers to all questions during an examination of personality while I thought I performed very badly. Even now, I don't know how I managed it.
4572,joy,I phoned a friend of mine to ask her for news about the marks in an exam. She told me that I had passed.
6790,disgust,I was forced to go to a party with someone I didn't love and he was telling people that I was his girlfriend.
3130,guilt,I felt guilty when I had taken the car keys and I had an accident but as my parents did not know who was to blame, they punished my brother because I had no driving licence and they thought it impossible that had driven the car.
6462,joy,My sister gave birth to twins, healthy ones.
4276,disgust,To loose friends because of them over-estimating themselves.
2443,anger,In the last year of the high school we had a huge fight between my group and the graduation commission (two students of my classroom) because they accused us unjustly of a gossip about them.
312,guilt,I was unfaithful to my partner once when he was working abroad for a long period.
6290,sadness,When I heard that my girlfriend was getting married to another person, I felt very sad. That day I did not eat anything and kept thinking of her all day long.
1728,shame,When I was a child, my uncle came to see us. I spit at him and ran out - I do not know the reason for that. My father came after me and insisted on my apologizing.
4437,shame,The parents of a friend of mine surprised us and another couple sleeping in thier place.
417,guilt,When I stole money from my mother and she asked me later if I was responsible. I never admitted it.
2581,joy,When I got a stereo walkway from my father when he had financial difficulties. I thought that although he promised to give me that present, he was not obliged to do so.
5895,disgust,When my husband quarrelled with me for no reason at all.
5516,anger,I am currently taking CS 50P. I had to finish a couple of assignments but I was hindered because I could not get a passing score on my program.
3411,anger,Towards wife's laziness in not performing her usual duties because of television watching.
1511,disgust,A friend was assaulted by a young man on her way home.
5956,sadness,When my mother scolded me for something, very insignificant, without knowing the real cause of what had happened.
6671,joy,I was given a gift by my sister. There were many pleasant things in this parcel.
2590,anger,I felt anger against a person who told bad things about me in my absence.
3868,anger,My older brother who gives me unwanted advice about problems in my relationship with my girlfriend.
2107,fear,When somebody broke into our home one night when my mother was out, and my sister and I had just gone to bed.
1475,sadness,When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too.
6108,anger,[ On discovering the red-tapism and the bureaucratic, corrupt, decadent, degenerated infrastructure of every public utility, office and service; and the rampant corruption at every single level of education and other institutions.]
2844,joy,Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims.
1940,anger,I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said \There, have you got it all out now ?\.
2119,disgust,When I saw a male engineer one year and came back to find he was now a female (I don't know it/them personally).
7236,joy,Had a letter from my father (usually he does not write to me).
6497,fear,Fear came towards the end of May when the P.T.S. results were out after hearing the failure of my fellow three friends.
5138,sadness,When I got a message that my child was not feeling well.
854,anger,When colliding with my car. I myself was to blame.
6683,shame,I felt ashamed one day when my teacher shouted at me in the presence of my boyfriend.
5801,fear,When I walked to church with my roommate, a bum told us to call the police and he started following us.
4821,disgust,When I failed to secure employment after my form 5 in Lusaka despite my excellent certificate.
3613,anger,When the Real Madrid football team lost against the inter in the U.E.F.A cup.
5931,guilt,I felt guilty when I lied to my parents.
3272,shame,I criticised an action of my mother and for the first time she genuinely took notice of it. I felt shame that I was almost taking the part of a husband, or at least an equal which I should not.
2690,sadness,When I couldn't find my dog which was missing.
1908,shame,I had promised to contact a friend about a particular matter by a certain date, then thought no more about it until the friend reminded me after the date had passed.
4463,sadness,At my grandfather's funeral. I remembered that the thing he liked and respected most was earth, I thought that he had attained what he wanted and was not separated from it any longer.
4619,shame,I was with my colleagues and we met an elderly man who was very drunk, as he approached us he started to undress.
4050,joy,When I found out that the girl, with whom I was in love, loved me too.
6717,disgust,I felt this situation when a certain woman from a close village shouted at my mother because she didn't get what she wanted, she wanted some salt to put in her relish.
7651,guilt,In the past I used to think that my mother was a very nagging person. When I started living at the hostel we had little time to meet each other. Whenever I went home she would take care of me. I gradually realized that what she had done was for my own good. So very time I saw her I felt guilty.
2824,guilt,When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me.
7466,sadness,When the thing that made my friends and relatives sad happened to them.
4609,anger,When I was accused of having refused to do some hostel work while I was at school. Actually I had not been allocated any work.
3073,shame,I was examined by a teacher I greatly respected. I was well prepared on the subjects but he put some side-issues to me and I couldn't answer.
1210,anger,A male, Honduran acquaintance of mine despised my opinions.
237,shame,[ No response.]
3006,guilt,I got back too late after a Sunday going out without having called up home to tell where I was. my mother hadn't slept the whole night.
4089,guilt,When I failed an exam I thought I could pass easily.
363,fear,When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.
1305,disgust,One of my fellow students used questionable and unfair means to advance her studies faster than others. I detested her.
5028,fear,When burglars with guns forced themselves into my house and ordered me to give them money or face death.
7121,disgust,My roommate boasting about her English lectures.
1938,joy,My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together.
1205,disgust,A nightmare. I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck. And there are a lot of them. I panic.
1751,joy,When I had a psychical crisis, I met a girl, who told me that she had had almost the same problems and how she had finally overcome them.
5318,fear,When my mother was seriously ill and had to be admitted to the hospital.
5829,fear,I got caught shoplifting a package of gummy bears.
806,sadness,When realizing that my girlfriend and myself in fact had started the process of breaking up.
6355,shame,[ Do not remember any incident.]
3469,disgust,The repression of rioting and non-rioting \Blacks\ in South Africa by the police of that \Democracy\.
2768,guilt,I feel guilty when I should have done something at any rate but I haven't done it.
887,joy,Reunion with my wife after a legal separation.
4293,joy,A friend of mine suggested that I become a film extra. The idea seemed very funny to me and my reaction seemed rather outlandish to the others.
3757,shame,Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded).
4820,sadness,When my aunt passed away in early 1982.
1334,shame,I tried to date a girl, but she refused.
5237,disgust,When one of my friends started misbehaving.
1732,anger,When I come home in the evening, the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girl-friend had wanted to tidy up but had not finished.
